x,y,Podocnemis.lewyana
-75.39618666,8.47140063,1
-75.31285333,8.47140063,1
-75.22952,8.47140063,1
-75.14618666,8.47140063,1
-75.06285333,8.47140063,1
-74.97952,8.47140063,1
-74.89618667,8.47140063,1
-74.81285333,8.47140063,1
-74.72952,8.47140063,1
-74.64618667,8.47140063,1
-74.56285333,8.47140063,1
-74.47952,8.47140063,1
-73.89618667,8.47140063,1
-73.81285334,8.47140063,1
-73.72952,8.47140063,1
-73.64618667,8.47140063,1
-73.56285334,8.47140063,1
-73.47952,8.47140063,1
-76.22951999,8.388067297,1
-76.14618666,8.388067297,1
-76.06285333,8.388067297,1
-75.97951999,8.388067297,1
-75.89618666,8.388067297,1
-75.81285333,8.388067297,1
-75.39618666,8.388067297,1
-75.31285333,8.388067297,1
-75.22952,8.388067297,1
-75.14618666,8.388067297,1
-75.06285333,8.388067297,1
-74.97952,8.388067297,1
-74.89618667,8.388067297,1
-74.81285333,8.388067297,1
-74.72952,8.388067297,1
-74.64618667,8.388067297,1
-74.56285333,8.388067297,1
-73.97952,8.388067297,1
-73.89618667,8.388067297,1
-73.81285334,8.388067297,1
-73.72952,8.388067297,1
-73.64618667,8.388067297,1
-76.22951999,8.304733964,1
-76.14618666,8.304733964,1
-76.06285333,8.304733964,1
-75.97951999,8.304733964,1
-75.89618666,8.304733964,1
-75.39618666,8.304733964,1
-75.31285333,8.304733964,1
-75.22952,8.304733964,1
-75.14618666,8.304733964,1
-75.06285333,8.304733964,1
-74.97952,8.304733964,1
-74.89618667,8.304733964,1
-74.81285333,8.304733964,1
-74.72952,8.304733964,1
-74.64618667,8.304733964,1
-74.56285333,8.304733964,1
-73.97952,8.304733964,1
-73.81285334,8.304733964,1
-73.72952,8.304733964,1
-73.64618667,8.304733964,1
-76.31285333,8.221400631,1
-76.22951999,8.221400631,1
-76.14618666,8.221400631,1
-76.06285333,8.221400631,1
-75.97951999,8.221400631,1
-75.89618666,8.221400631,1
-75.47952,8.221400631,1
-75.39618666,8.221400631,1
-75.31285333,8.221400631,1
-75.22952,8.221400631,1
-75.14618666,8.221400631,1
-75.06285333,8.221400631,1
-74.97952,8.221400631,1
-74.89618667,8.221400631,1
-74.81285333,8.221400631,1
-74.72952,8.221400631,1
-74.64618667,8.221400631,1
-73.97952,8.221400631,1
-73.89618667,8.221400631,1
-73.81285334,8.221400631,1
-73.72952,8.221400631,1
-73.64618667,8.221400631,1
-76.31285333,8.138067298,1
-76.22951999,8.138067298,1
-76.14618666,8.138067298,1
-76.06285333,8.138067298,1
-75.97951999,8.138067298,1
-75.89618666,8.138067298,1
-75.56285333,8.138067298,1
-75.47952,8.138067298,1
-75.39618666,8.138067298,1
-75.31285333,8.138067298,1
-75.22952,8.138067298,1
-75.14618666,8.138067298,1
-75.06285333,8.138067298,1
-74.97952,8.138067298,1
-74.89618667,8.138067298,1
-74.81285333,8.138067298,1
-74.72952,8.138067298,1
-74.64618667,8.138067298,1
-73.89618667,8.138067298,1
-73.81285334,8.138067298,1
-73.72952,8.138067298,1
-73.64618667,8.138067298,1
-76.22951999,8.054733965,1
-76.14618666,8.054733965,1
-76.06285333,8.054733965,1
-75.97951999,8.054733965,1
-75.89618666,8.054733965,1
-75.56285333,8.054733965,1
-75.47952,8.054733965,1
-75.39618666,8.054733965,1
-75.31285333,8.054733965,1
-75.22952,8.054733965,1
-75.14618666,8.054733965,1
-75.06285333,8.054733965,1
-74.97952,8.054733965,1
-74.89618667,8.054733965,1
-74.81285333,8.054733965,1
-74.72952,8.054733965,1
-74.64618667,8.054733965,1
-74.56285333,8.054733965,1
-73.97952,8.054733965,1
-73.89618667,8.054733965,1
-73.81285334,8.054733965,1
-73.72952,8.054733965,1
-73.64618667,8.054733965,1
-73.47952,8.054733965,1
-73.39618667,8.054733965,1
-75.47952,7.971400632,1
-75.39618666,7.971400632,1
-75.31285333,7.971400632,1
-75.22952,7.971400632,1
-75.14618666,7.971400632,1
-75.06285333,7.971400632,1
-74.97952,7.971400632,1
-74.89618667,7.971400632,1
-74.81285333,7.971400632,1
-74.72952,7.971400632,1
-74.64618667,7.971400632,1
-73.89618667,7.971400632,1
-73.81285334,7.971400632,1
-73.72952,7.971400632,1
-73.64618667,7.971400632,1
-73.56285334,7.971400632,1
-73.47952,7.971400632,1
-75.47952,7.888067299,1
-75.39618666,7.888067299,1
-75.31285333,7.888067299,1
-75.22952,7.888067299,1
-75.14618666,7.888067299,1
-74.89618667,7.888067299,1
-74.81285333,7.888067299,1
-74.72952,7.888067299,1
-74.64618667,7.888067299,1
-73.81285334,7.888067299,1
-73.72952,7.888067299,1
-73.64618667,7.888067299,1
-73.56285334,7.888067299,1
-73.47952,7.888067299,1
-73.39618667,7.888067299,1
-75.47952,7.804733966,1
-75.39618666,7.804733966,1
-75.31285333,7.804733966,1
-75.22952,7.804733966,1
-75.14618666,7.804733966,1
-74.89618667,7.804733966,1
-74.81285333,7.804733966,1
-74.72952,7.804733966,1
-74.64618667,7.804733966,1
-73.89618667,7.804733966,1
-73.81285334,7.804733966,1
-73.72952,7.804733966,1
-73.64618667,7.804733966,1
-73.56285334,7.804733966,1
-73.47952,7.804733966,1
-73.39618667,7.804733966,1
-75.47952,7.721400633,1
-75.39618666,7.721400633,1
-75.31285333,7.721400633,1
-75.22952,7.721400633,1
-74.89618667,7.721400633,1
-74.81285333,7.721400633,1
-74.72952,7.721400633,1
-74.64618667,7.721400633,1
-73.97952,7.721400633,1
-73.89618667,7.721400633,1
-73.81285334,7.721400633,1
-73.72952,7.721400633,1
-73.64618667,7.721400633,1
-73.56285334,7.721400633,1
-73.47952,7.721400633,1
-73.39618667,7.721400633,1
-73.31285334,7.721400633,1
-75.47952,7.6380673,1
-74.97952,7.6380673,1
-74.89618667,7.6380673,1
-74.81285333,7.6380673,1
-74.72952,7.6380673,1
-74.64618667,7.6380673,1
-74.56285333,7.6380673,1
-73.97952,7.6380673,1
-73.89618667,7.6380673,1
-73.81285334,7.6380673,1
-73.72952,7.6380673,1
-73.64618667,7.6380673,1
-73.56285334,7.6380673,1
-73.47952,7.6380673,1
-73.39618667,7.6380673,1
-73.31285334,7.6380673,1
-74.97952,7.554733967,1
-74.89618667,7.554733967,1
-74.81285333,7.554733967,1
-74.72952,7.554733967,1
-74.64618667,7.554733967,1
-73.81285334,7.554733967,1
-73.72952,7.554733967,1
-73.64618667,7.554733967,1
-73.56285334,7.554733967,1
-73.47952,7.554733967,1
-73.39618667,7.554733967,1
-73.31285334,7.554733967,1
-74.97952,7.471400634,1
-74.89618667,7.471400634,1
-74.81285333,7.471400634,1
-73.89618667,7.471400634,1
-73.81285334,7.471400634,1
-73.72952,7.471400634,1
-73.64618667,7.471400634,1
-73.56285334,7.471400634,1
-73.47952,7.471400634,1
-73.39618667,7.471400634,1
-73.31285334,7.471400634,1
-73.89618667,7.388067301,1
-73.81285334,7.388067301,1
-73.72952,7.388067301,1
-73.64618667,7.388067301,1
-73.56285334,7.388067301,1
-73.47952,7.388067301,1
-73.39618667,7.388067301,1
-73.31285334,7.388067301,1
-73.22952001,7.388067301,1
-73.97952,7.304733968,1
-73.89618667,7.304733968,1
-73.81285334,7.304733968,1
-73.72952,7.304733968,1
-73.64618667,7.304733968,1
-73.56285334,7.304733968,1
-73.47952,7.304733968,1
-73.39618667,7.304733968,1
-73.31285334,7.304733968,1
-73.97952,7.221400635,1
-73.89618667,7.221400635,1
-73.81285334,7.221400635,1
-73.72952,7.221400635,1
-73.64618667,7.221400635,1
-73.56285334,7.221400635,1
-73.47952,7.221400635,1
-73.39618667,7.221400635,1
-73.31285334,7.221400635,1
-73.22952001,7.221400635,1
-73.97952,7.138067302,1
-73.89618667,7.138067302,1
-73.81285334,7.138067302,1
-73.72952,7.138067302,1
-73.64618667,7.138067302,1
-73.56285334,7.138067302,1
-73.47952,7.138067302,1
-73.39618667,7.138067302,1
-74.06285334,7.054733969,1
-73.97952,7.054733969,1
-73.89618667,7.054733969,1
-73.81285334,7.054733969,1
-73.72952,7.054733969,1
-73.64618667,7.054733969,1
-73.56285334,7.054733969,1
-73.47952,7.054733969,1
-73.39618667,7.054733969,1
-74.22952,6.971400636,1
-74.14618667,6.971400636,1
-74.06285334,6.971400636,1
-73.97952,6.971400636,1
-73.89618667,6.971400636,1
-73.81285334,6.971400636,1
-73.72952,6.971400636,1
-73.64618667,6.971400636,1
-73.56285334,6.971400636,1
-73.47952,6.971400636,1
-74.22952,6.888067303,1
-74.14618667,6.888067303,1
-74.06285334,6.888067303,1
-73.97952,6.888067303,1
-73.89618667,6.888067303,1
-73.81285334,6.888067303,1
-74.31285333,6.80473397,1
-74.22952,6.80473397,1
-74.14618667,6.80473397,1
-74.06285334,6.80473397,1
-73.97952,6.80473397,1
-73.89618667,6.80473397,1
-73.81285334,6.80473397,1
-74.47952,6.721400637,1
-74.39618667,6.721400637,1
-74.31285333,6.721400637,1
-74.22952,6.721400637,1
-74.14618667,6.721400637,1
-74.06285334,6.721400637,1
-73.97952,6.721400637,1
-73.81285334,6.721400637,1
-74.47952,6.638067304,1
-74.39618667,6.638067304,1
-74.31285333,6.638067304,1
-74.22952,6.638067304,1
-74.14618667,6.638067304,1
-74.06285334,6.638067304,1
-73.89618667,6.638067304,1
-74.56285333,6.554733971,1
-74.47952,6.554733971,1
-74.39618667,6.554733971,1
-74.31285333,6.554733971,1
-74.22952,6.554733971,1
-74.14618667,6.554733971,1
-74.56285333,6.471400638,1
-74.47952,6.471400638,1
-74.39618667,6.471400638,1
-74.31285333,6.471400638,1
-74.22952,6.471400638,1
-74.14618667,6.471400638,1
-74.64618667,6.388067305,1
-74.56285333,6.388067305,1
-74.47952,6.388067305,1
-74.39618667,6.388067305,1
-74.31285333,6.388067305,1
-74.22952,6.388067305,1
-74.56285333,6.304733972,1
-74.39618667,6.304733972,1
-74.31285333,6.304733972,1
-74.22952,6.304733972,1
-74.64618667,6.221400639,1
-74.56285333,6.221400639,1
-74.47952,6.221400639,1
-74.39618667,6.221400639,1
-74.31285333,6.221400639,1
-74.72952,6.138067306,1
-74.64618667,6.138067306,1
-74.56285333,6.138067306,1
-74.47952,6.138067306,1
-74.39618667,6.138067306,1
-74.31285333,6.138067306,1
-74.72952,6.054733973,1
-74.64618667,6.054733973,1
-74.56285333,6.054733973,1
-74.47952,6.054733973,1
-74.39618667,6.054733973,1
-74.64618667,5.97140064,1
-74.56285333,5.97140064,1
-74.47952,5.97140064,1
-74.39618667,5.97140064,1
-74.31285333,5.97140064,1
-74.72952,5.888067307,1
-74.64618667,5.888067307,1
-74.56285333,5.888067307,1
-74.47952,5.888067307,1
-74.39618667,5.888067307,1
-74.31285333,5.888067307,1
-74.72952,5.804733974,1
-74.64618667,5.804733974,1
-74.56285333,5.804733974,1
-74.47952,5.804733974,1
-74.39618667,5.804733974,1
-74.72952,5.721400641,1
-74.64618667,5.721400641,1
-74.56285333,5.721400641,1
-74.47952,5.721400641,1
-74.39618667,5.721400641,1
-74.81285333,5.638067308,1
-74.72952,5.638067308,1
-74.64618667,5.638067308,1
-74.56285333,5.638067308,1
-74.47952,5.638067308,1
-74.81285333,5.554733975,1
-74.72952,5.554733975,1
-74.64618667,5.554733975,1
-74.56285333,5.554733975,1
-74.81285333,5.471400642,1
-74.72952,5.471400642,1
-74.64618667,5.471400642,1
-74.56285333,5.471400642,1
-74.89618667,5.388067309,1
-74.81285333,5.388067309,1
-74.72952,5.388067309,1
-74.64618667,5.388067309,1
-74.97952,5.304733976,1
-74.89618667,5.304733976,1
-74.81285333,5.304733976,1
-74.72952,5.304733976,1
-74.64618667,5.304733976,1
-74.81285333,5.221400643,1
-74.72952,5.221400643,1
-74.64618667,5.221400643,1
-74.81285333,5.13806731,1
-74.72952,5.13806731,1
-74.64618667,5.13806731,1
-74.81285333,5.054733977,1
-74.72952,5.054733977,1
-74.64618667,5.054733977,1
-74.56285333,5.054733977,1
-75.06285333,4.971400644,1
-74.97952,4.971400644,1
-74.89618667,4.971400644,1
-74.81285333,4.971400644,1
-74.72952,4.971400644,1
-74.64618667,4.971400644,1
-74.56285333,4.971400644,1
-74.97952,4.888067311,1
-74.89618667,4.888067311,1
-74.81285333,4.888067311,1
-74.72952,4.888067311,1
-74.64618667,4.888067311,1
-74.97952,4.804733978,1
-74.89618667,4.804733978,1
-74.81285333,4.804733978,1
-74.72952,4.804733978,1
-74.64618667,4.804733978,1
-74.97952,4.721400645,1
-74.89618667,4.721400645,1
-74.81285333,4.721400645,1
-74.72952,4.721400645,1
-74.81285333,4.638067312,1
-74.72952,4.638067312,1
-75.06285333,4.554733979,1
-74.97952,4.554733979,1
-74.89618667,4.554733979,1
-74.81285333,4.554733979,1
-74.72952,4.554733979,1
-74.64618667,4.554733979,1
-75.22952,4.471400646,1
-75.14618666,4.471400646,1
-75.06285333,4.471400646,1
-74.97952,4.471400646,1
-74.89618667,4.471400646,1
-74.81285333,4.471400646,1
-74.72952,4.471400646,1
-75.06285333,4.388067313,1
-74.97952,4.388067313,1
-74.89618667,4.388067313,1
-74.81285333,4.388067313,1
-74.72952,4.388067313,1
-74.64618667,4.388067313,1
-74.97952,4.30473398,1
-74.89618667,4.30473398,1
-74.81285333,4.30473398,1
-74.72952,4.30473398,1
-74.64618667,4.30473398,1
-74.56285333,4.30473398,1
-74.97952,4.221400647,1
-74.89618667,4.221400647,1
-74.81285333,4.221400647,1
-74.72952,4.221400647,1
-74.64618667,4.221400647,1
-74.56285333,4.221400647,1
-75.06285333,4.138067314,1
-74.97952,4.138067314,1
-74.89618667,4.138067314,1
-74.81285333,4.138067314,1
-74.72952,4.138067314,1
-74.64618667,4.138067314,1
-75.06285333,4.054733981,1
-74.97952,4.054733981,1
-74.89618667,4.054733981,1
-74.81285333,4.054733981,1
-75.14618666,3.971400648,1
-75.06285333,3.971400648,1
-74.97952,3.971400648,1
-74.89618667,3.971400648,1
-74.81285333,3.971400648,1
-75.06285333,3.888067315,1
-74.97952,3.888067315,1
-74.89618667,3.888067315,1
-75.14618666,3.804733982,1
-75.06285333,3.804733982,1
-74.97952,3.804733982,1
-74.89618667,3.804733982,1
-75.14618666,3.721400649,1
-75.06285333,3.721400649,1
-74.97952,3.721400649,1
-75.14618666,3.638067316,1
-75.06285333,3.638067316,1
-74.97952,3.638067316,1
-74.89618667,3.638067316,1
-74.89618667,3.554733983,1
